Transaction ID,Date,Customer ID,Gender,Age,Product Category,Product,Quantity,Price per Unit,Total Amount
T00644,2024-09-03,C1342,Male,19,Clothing,T-Shirt,5,886.9,4434.5
T00645,2023-11-23,C1449,Female,63,Electronics,Smartphone,5,26583.27,132916.35
T00646,2023-10-10,C1171,Male,21,Sports,Yoga Mat,1,797.17,797.17
T00647,2024-11-30,C1070,Female,58,Beauty,Lipstick,1,745.93,745.93
T00648,2024-11-24,C1461,Male,30,Beauty,Face Cream,2,816.27,1632.54
T00649,2024-10-19,C1407,Female,59,Home & Kitchen,Mixer Grinder,5,3695.84,18479.2
T00650,2023-09-05,C1146,Female,21,Clothing,Jacket,2,3536.72,7073.44
T00651,2023-12-29,C1285,Male,63,Electronics,Smartphone,2,30345.55,60691.1
T00652,2024-03-10,C1184,Male,64,Beauty,Skin Care Kit,2,1716.61,3433.22
T00653,2024-11-24,C1241,Female,55,Beauty,Lipstick,4,768.78,3075.12
T00654,2024-06-17,C1459,Male,52,Home & Kitchen,Mixer Grinder,3,3424.56,10273.68
T00655,2024-06-26,C1158,Male,59,Clothing,Dress,5,2678.06,13390.3
T00656,2023-07-26,C1110,Female,31,Electronics,Smartphone,2,28182.6,56365.2
T00657,2024-04-21,C1198,Female,51,Clothing,Jacket,3,3317.6,9952.8
T00658,2024-06-11,C1492,Female,44,Clothing,Shoes,1,3409.9,3409.9
T00659,2023-03-06,C1100,Female,43,Beauty,Lipstick,5,696.4,3482.0
T00660,2024-11-23,C1327,Female,40,Beauty,Face Cream,3,768.88,2306.64
T00661,2023-01-16,C1327,Female,21,Clothing,Dress,2,2407.79,4815.58
T00662,2023-05-30,C1288,Female,34,Sports,Football,2,1080.32,2160.64
T00663,2023-07-17,C1211,Female,64,Beauty,Perfume,4,2307.82,9231.28
T00664,2024-01-26,C1335,Male,40,Electronics,Smartphone,5,27173.65,135868.25
T00665,2024-07-20,C1192,Female,32,Electronics,Tablet,3,21025.36,63076.08
T00666,2024-08-31,C1336,Female,19,Electronics,Headphones,1,2654.47,2654.47
T00667,2024-06-29,C1097,Male,20,Electronics,Smartwatch,2,8643.13,17286.26
T00668,2023-10-14,C1082,Female,20,Electronics,Laptop,1,73144.12,73144.12
T00669,2024-06-01,C1103,Female,31,Electronics,Headphones,1,2376.09,2376.09
T00670,2023-07-28,C1097,Female,53,Clothing,Jeans,2,1852.09,3704.18
T00671,2024-12-16,C1056,Female,59,Electronics,Smartphone,3,27637.35,82912.05
T00672,2024-03-17,C1130,Male,63,Sports,Yoga Mat,3,957.42,2872.26
T00673,2024-03-19,C1278,Male,32,Electronics,Tablet,2,24532.31,49064.62
T00674,2024-03-02,C1117,Female,42,Beauty,Face Cream,1,995.49,995.49
T00675,2024-10-18,C1216,Male,63,Clothing,T-Shirt,5,810.92,4054.6
T00676,2023-12-03,C1273,Male,41,Sports,Running Shoes,1,3407.26,3407.26
T00677,2023-12-07,C1149,Female,57,Electronics,Smartwatch,2,9118.0,18236.0
T00678,2024-07-07,C1496,Female,62,Clothing,Jeans,5,1829.16,9145.8
T00679,2024-03-08,C1157,Male,34,Sports,Dumbbells,5,2265.59,11327.95
T00680,2023-09-22,C1205,Female,64,Sports,Dumbbells,2,2201.33,4402.66
T00681,2024-06-21,C1217,Male,36,Home & Kitchen,Bedsheet,4,1377.14,5508.56
T00682,2023-05-11,C1450,Female,35,Clothing,Jeans,2,1671.35,3342.7
T00683,2023-06-26,C1184,Female,61,Electronics,Laptop,2,66044.39,132088.78
T00684,2023-11-04,C1356,Male,43,Beauty,Lipstick,3,762.22,2286.66
T00685,2023-09-23,C1118,Male,18,Sports,Running Shoes,4,4366.12,17464.48
T00686,2023-12-02,C1071,Female,23,Beauty,Face Cream,5,890.34,4451.7
T00687,2024-06-21,C1121,Male,31,Beauty,Perfume,3,1944.48,5833.44
T00688,2024-04-03,C1002,Female,21,Clothing,Shoes,4,2744.43,10977.72
T00689,2024-08-12,C1216,Female,61,Home & Kitchen,Water Bottle,1,559.69,559.69
T00690,2024-07-31,C1234,Male,45,Electronics,Smartphone,4,26611.05,106444.2
T00691,2024-08-18,C1276,Female,65,Clothing,T-Shirt,5,839.19,4195.95
T00692,2024-09-03,C1078,Female,57,Clothing,Jacket,3,3491.98,10475.94
T00693,2023-07-11,C1356,Male,63,Beauty,Lipstick,2,791.71,1583.42
T00694,2023-03-12,C1480,Male,47,Electronics,Smartphone,4,33078.96,132315.84
T00695,2024-10-08,C1443,Male,60,Electronics,Headphones,4,2777.24,11108.96
T00696,2024-06-18,C1181,Male,20,Beauty,Skin Care Kit,3,1678.02,5034.06
T00697,2023-06-03,C1405,Male,46,Clothing,Shoes,1,3121.79,3121.79
T00698,2024-06-30,C1119,Female,25,Beauty,Skin Care Kit,1,1832.26,1832.26
T00699,2024-06-05,C1122,Female,63,Electronics,Smartphone,4,27235.84,108943.36
T00700,2024-05-30,C1426,Female,48,Clothing,T-Shirt,1,870.05,870.05
T00701,2023-07-16,C1019,Female,39,Beauty,Skin Care Kit,2,1735.06,3470.12
T00702,2024-09-28,C1307,Male,51,Electronics,Smartphone,4,32359.91,129439.64
T00703,2024-10-12,C1124,Male,26,Clothing,Jacket,1,3607.59,3607.59
T00704,2024-04-21,C1362,Male,37,Electronics,Smartwatch,4,7274.13,29096.52
T00705,2023-08-24,C1306,Female,38,Electronics,Tablet,5,23044.83,115224.15
T00706,2024-12-01,C1044,Female,55,Sports,Dumbbells,1,2086.4,2086.4
T00707,2023-08-30,C1294,Female,23,Clothing,Dress,2,2815.4,5630.8
T00708,2023-02-26,C1382,Female,38,Home & Kitchen,Bedsheet,2,1577.74,3155.48
T00709,2023-12-18,C1460,Male,45,Clothing,T-Shirt,3,867.92,2603.76
T00710,2023-01-25,C1331,Male,59,Home & Kitchen,Cookware Set,3,2594.5,7783.5
T00711,2024-07-29,C1455,Male,40,Home & Kitchen,Cookware Set,1,2424.3,2424.3
T00712,2023-08-14,C1084,Male,64,Beauty,Perfume,5,2035.59,10177.95
T00713,2023-03-29,C1072,Male,35,Clothing,Jacket,3,3581.49,10744.47
T00714,2023-05-19,C1194,Female,40,Clothing,Shoes,4,2758.22,11032.88
T00715,2024-08-23,C1324,Male,64,Clothing,Jeans,2,1997.14,3994.28
T00716,2023-10-06,C1251,Female,47,Sports,Cricket Bat,3,2638.88,7916.64
T00717,2023-04-22,C1005,Male,25,Home & Kitchen,Mixer Grinder,4,3945.87,15783.48
T00718,2024-11-28,C1250,Female,20,Sports,Cricket Bat,5,2363.04,11815.2
T00719,2024-04-29,C1470,Female,45,Electronics,Tablet,2,18805.79,37611.58
T00720,2023-03-29,C1204,Female,24,Home & Kitchen,Water Bottle,2,426.58,853.16
T00721,2024-04-03,C1330,Female,54,Sports,Dumbbells,1,2138.23,2138.23
T00722,2023-12-28,C1248,Male,63,Electronics,Tablet,5,20492.23,102461.15
T00723,2024-12-10,C1065,Male,65,Electronics,Tablet,3,20686.38,62059.14
T00724,2024-05-10,C1237,Female,54,Home & Kitchen,Water Bottle,3,529.37,1588.11
T00725,2024-09-26,C1144,Male,57,Beauty,Skin Care Kit,1,2061.71,2061.71
T00726,2024-02-13,C1300,Male,48,Home & Kitchen,Table Lamp,4,1321.9,5287.6
T00727,2024-06-04,C1012,Male,65,Electronics,Tablet,2,24089.92,48179.84
T00728,2023-08-14,C1333,Male,52,Home & Kitchen,Table Lamp,4,1159.67,4638.68
T00729,2024-02-26,C1324,Male,31,Electronics,Smartphone,5,31589.56,157947.8
T00730,2023-11-03,C1074,Female,58,Electronics,Smartwatch,1,7316.37,7316.37
T00731,2024-08-17,C1182,Male,32,Electronics,Headphones,1,2301.69,2301.69
T00732,2023-10-08,C1215,Female,21,Home & Kitchen,Bedsheet,2,1412.02,2824.04
T00733,2023-11-05,C1146,Female,20,Beauty,Shampoo,2,490.75,981.5
T00734,2024-02-29,C1255,Female,51,Beauty,Lipstick,3,708.94,2126.82
T00735,2024-09-19,C1069,Female,59,Clothing,Shoes,2,3218.13,6436.26
T00736,2024-01-03,C1251,Male,49,Sports,Cricket Bat,2,2402.02,4804.04
T00737,2024-03-21,C1294,Male,56,Clothing,Jacket,3,3581.08,10743.24
T00738,2024-07-14,C1472,Female,21,Home & Kitchen,Water Bottle,1,467.35,467.35
T00739,2024-04-18,C1080,Male,41,Clothing,Jacket,3,3502.04,10506.12
T00740,2024-04-22,C1492,Female,21,Clothing,T-Shirt,5,887.45,4437.25
T00741,2024-05-17,C1124,Female,39,Clothing,Dress,3,2647.87,7943.61
T00742,2024-02-19,C1186,Female,21,Clothing,T-Shirt,4,811.93,3247.72
T00743,2023-05-25,C1498,Male,45,Home & Kitchen,Table Lamp,4,1039.66,4158.64
T00744,2023-03-03,C1420,Male,62,Beauty,Skin Care Kit,5,1881.45,9407.25
T00745,2024-03-03,C1117,Male,62,Electronics,Tablet,4,23848.32,95393.28
T00746,2023-02-11,C1297,Male,22,Sports,Dumbbells,3,2490.35,7471.05
T00747,2024-03-19,C1128,Female,27,Clothing,Shoes,5,2955.21,14776.05
T00748,2023-03-19,C1085,Female,45,Beauty,Lipstick,5,615.31,3076.55
T00749,2024-07-27,C1479,Male,22,Sports,Running Shoes,1,3426.22,3426.22
T00750,2024-04-28,C1306,Male,60,Beauty,Shampoo,5,508.84,2544.2
T00751,2024-07-08,C1433,Female,50,Electronics,Laptop,5,70106.85,350534.25
T00752,2023-03-12,C1442,Female,48,Sports,Dumbbells,2,2035.58,4071.16
T00753,2024-01-07,C1404,Female,33,Beauty,Lipstick,5,793.53,3967.65
T00754,2024-12-10,C1057,Female,38,Clothing,T-Shirt,4,743.05,2972.2
T00755,2024-03-01,C1277,Female,18,Electronics,Smartwatch,3,7771.92,23315.76
T00756,2023-02-24,C1468,Male,42,Home & Kitchen,Bedsheet,1,1476.4,1476.4
T00757,2024-01-03,C1471,Male,38,Beauty,Shampoo,4,394.24,1576.96
T00758,2024-05-23,C1322,Female,40,Beauty,Lipstick,5,714.88,3574.4
T00759,2023-11-25,C1017,Female,59,Sports,Football,3,1264.69,3794.07
T00760,2024-02-27,C1466,Female,53,Home & Kitchen,Bedsheet,2,1477.47,2954.94
T00761,2024-03-04,C1388,Male,56,Electronics,Smartwatch,3,7368.12,22104.36
T00762,2023-07-15,C1307,Female,21,Clothing,T-Shirt,5,693.86,3469.3
T00763,2024-06-12,C1286,Female,36,Electronics,Smartwatch,2,7017.34,14034.68
T00764,2023-09-09,C1265,Male,18,Home & Kitchen,Bedsheet,3,1281.15,3843.45
T00765,2023-12-31,C1076,Female,39,Electronics,Tablet,4,23940.5,95762.0
T00766,2023-02-16,C1379,Female,62,Beauty,Shampoo,1,407.81,407.81
T00767,2023-01-27,C1220,Female,65,Home & Kitchen,Bedsheet,4,1505.79,6023.16
T00768,2024-08-06,C1310,Male,46,Sports,Cricket Bat,3,2229.59,6688.77
T00769,2024-01-28,C1201,Male,55,Clothing,Jeans,4,1579.92,6319.68
T00770,2023-01-04,C1167,Male,31,Home & Kitchen,Bedsheet,3,1522.66,4567.98
T00771,2023-05-30,C1159,Female,19,Electronics,Tablet,1,24567.48,24567.48
T00772,2023-08-05,C1001,Female,21,Home & Kitchen,Water Bottle,5,432.75,2163.75
T00773,2023-12-24,C1380,Male,61,Electronics,Laptop,4,73746.15,294984.6
T00774,2023-05-02,C1017,Female,32,Clothing,Dress,2,2709.52,5419.04
T00775,2024-12-10,C1498,Female,56,Home & Kitchen,Water Bottle,1,532.4,532.4
T00776,2023-03-19,C1326,Female,51,Electronics,Smartwatch,2,7467.84,14935.68
T00777,2023-03-15,C1051,Female,20,Electronics,Smartphone,5,29642.96,148214.8
T00778,2023-09-26,C1376,Male,65,Home & Kitchen,Bedsheet,5,1364.59,6822.95
T00779,2024-10-07,C1211,Male,41,Home & Kitchen,Cookware Set,4,2455.24,9820.96
T00780,2024-06-19,C1486,Male,30,Beauty,Skin Care Kit,2,1533.99,3067.98
T00781,2023-06-17,C1176,Male,21,Home & Kitchen,Water Bottle,3,487.75,1463.25
T00782,2023-05-21,C1155,Female,30,Beauty,Lipstick,4,685.77,2743.08
T00783,2024-08-11,C1180,Female,52,Clothing,T-Shirt,4,755.08,3020.32
T00784,2023-04-17,C1439,Male,43,Clothing,Jeans,4,1625.05,6500.2
T00785,2023-03-25,C1103,Female,29,Electronics,Headphones,3,2737.07,8211.21
T00786,2023-04-30,C1458,Female,62,Sports,Running Shoes,1,3525.3,3525.3
T00787,2024-06-30,C1259,Female,33,Beauty,Perfume,1,2366.19,2366.19
T00788,2023-04-26,C1162,Male,24,Clothing,Shoes,2,3071.38,6142.76
T00789,2024-03-22,C1416,Male,62,Clothing,Jacket,3,3446.73,10340.19
T00790,2024-12-11,C1039,Male,33,Sports,Dumbbells,1,1904.8,1904.8
T00791,2023-03-11,C1166,Male,40,Electronics,Laptop,5,72170.19,360850.95
T00792,2023-02-18,C1052,Female,46,Beauty,Face Cream,4,795.77,3183.08
T00793,2024-01-09,C1373,Female,56,Beauty,Perfume,2,2218.95,4437.9
T00794,2024-09-26,C1176,Male,27,Beauty,Skin Care Kit,3,1688.03,5064.09
T00795,2023-06-12,C1098,Male,33,Electronics,Tablet,2,20154.16,40308.32
T00796,2024-01-10,C1092,Male,58,Sports,Dumbbells,2,2218.6,4437.2
T00797,2024-05-07,C1411,Male,44,Sports,Running Shoes,5,4290.76,21453.8
T00798,2024-07-18,C1399,Male,55,Beauty,Face Cream,2,1007.84,2015.68
T00799,2023-06-28,C1039,Female,46,Home & Kitchen,Cookware Set,3,2998.17,8994.51
T00800,2023-04-07,C1358,Female,46,Sports,Dumbbells,3,2390.8,7172.4
T00801,2023-04-12,C1046,Male,38,Home & Kitchen,Cookware Set,3,2989.27,8967.81
T00802,2024-12-05,C1447,Female,64,Electronics,Smartphone,3,26326.0,78978.0
T00803,2023-02-12,C1486,Female,56,Beauty,Lipstick,3,731.54,2194.62
T00804,2024-05-06,C1448,Female,19,Beauty,Shampoo,3,411.21,1233.63
T00805,2023-07-08,C1415,Male,51,Clothing,Jeans,5,1993.5,9967.5
T00806,2024-11-19,C1387,Male,38,Home & Kitchen,Cookware Set,2,2641.79,5283.58
T00807,2023-08-18,C1255,Female,38,Sports,Cricket Bat,5,2391.46,11957.3
T00808,2023-09-14,C1144,Female,32,Sports,Dumbbells,2,2078.34,4156.68
T00809,2023-07-27,C1311,Female,48,Clothing,Shoes,3,3332.73,9998.19
T00810,2024-11-28,C1318,Female,44,Electronics,Headphones,5,2777.01,13885.05
T00811,2023-07-18,C1320,Male,25,Sports,Football,1,1335.76,1335.76
T00812,2023-09-21,C1058,Female,38,Home & Kitchen,Table Lamp,3,1247.18,3741.54
T00813,2024-10-27,C1394,Male,26,Electronics,Smartphone,1,30243.45,30243.45
T00814,2024-02-11,C1425,Male,54,Sports,Running Shoes,4,3625.88,14503.52
T00815,2023-08-13,C1073,Female,48,Sports,Running Shoes,4,3531.39,14125.56
T00816,2023-08-08,C1328,Male,43,Beauty,Perfume,3,2050.98,6152.94
T00817,2023-10-10,C1058,Male,59,Beauty,Skin Care Kit,5,2012.28,10061.4
T00818,2024-03-01,C1436,Female,44,Clothing,Jeans,1,1939.99,1939.99
T00819,2024-05-20,C1082,Female,23,Electronics,Laptop,5,71100.59,355502.95
T00820,2024-01-03,C1212,Female,37,Clothing,Jeans,4,1893.33,7573.32
T00821,2024-04-22,C1105,Male,18,Home & Kitchen,Mixer Grinder,1,3304.87,3304.87
T00822,2024-03-24,C1024,Male,61,Electronics,Headphones,3,2288.3,6864.9
T00823,2023-01-16,C1059,Female,53,Clothing,Jeans,3,2057.09,6171.27
T00824,2024-12-05,C1335,Female,33,Clothing,T-Shirt,3,735.89,2207.67
T00825,2024-01-29,C1075,Male,22,Beauty,Face Cream,3,1011.14,3033.42
T00826,2023-11-11,C1039,Male,59,Sports,Cricket Bat,2,2346.11,4692.22
T00827,2023-06-25,C1079,Male,43,Clothing,Jacket,4,3253.97,13015.88
T00828,2024-05-12,C1117,Female,49,Clothing,Jeans,1,1861.39,1861.39
T00829,2023-11-06,C1036,Male,52,Home & Kitchen,Water Bottle,4,503.13,2012.52
T00830,2024-10-01,C1307,Female,36,Clothing,T-Shirt,1,803.55,803.55
T00831,2023-10-19,C1180,Male,53,Electronics,Headphones,5,2272.89,11364.45
T00832,2023-03-07,C1021,Male,58,Clothing,Shoes,2,2868.66,5737.32
T00833,2024-08-24,C1085,Male,56,Electronics,Tablet,4,22849.64,91398.56
T00834,2024-07-14,C1101,Male,26,Electronics,Laptop,4,66355.2,265420.8
T00835,2023-04-09,C1442,Female,31,Clothing,Jeans,4,1533.69,6134.76
T00836,2023-08-17,C1082,Female,58,Clothing,Jeans,3,1961.22,5883.66
T00837,2024-01-24,C1337,Male,31,Sports,Dumbbells,4,2192.9,8771.6
T00838,2023-12-28,C1137,Male,60,Clothing,Jeans,2,1772.61,3545.22
T00839,2024-11-27,C1029,Male,35,Beauty,Perfume,1,2182.89,2182.89
T00840,2024-11-12,C1157,Male,32,Beauty,Skin Care Kit,2,1919.37,3838.74
T00841,2023-03-16,C1270,Female,61,Electronics,Smartwatch,4,8304.21,33216.84
T00842,2024-03-04,C1362,Male,59,Beauty,Lipstick,3,777.4,2332.2
T00843,2024-04-05,C1196,Female,65,Electronics,Smartphone,2,27926.67,55853.34
T00844,2023-08-24,C1389,Female,25,Sports,Yoga Mat,4,828.94,3315.76
T00845,2024-08-01,C1030,Female,49,Electronics,Smartwatch,5,9114.45,45572.25
T00846,2024-01-21,C1062,Male,43,Clothing,Jeans,4,1952.13,7808.52
T00847,2024-11-05,C1311,Female,30,Electronics,Headphones,4,2437.12,9748.48
T00848,2023-01-31,C1492,Female,58,Sports,Yoga Mat,2,783.92,1567.84
T00849,2023-11-26,C1256,Male,22,Beauty,Face Cream,2,847.59,1695.18
T00850,2024-03-29,C1374,Male,47,Beauty,Lipstick,1,753.1,753.1
T00851,2023-07-07,C1186,Male,41,Electronics,Headphones,5,2150.8,10754.0
T00852,2023-12-20,C1474,Female,53,Home & Kitchen,Mixer Grinder,2,3829.29,7658.58
T00853,2024-11-23,C1187,Female,63,Electronics,Smartphone,5,31140.93,155704.65
T00854,2023-11-25,C1115,Female,47,Sports,Cricket Bat,3,2677.03,8031.09
T00855,2023-11-24,C1211,Female,28,Electronics,Tablet,1,23084.64,23084.64
T00856,2024-11-12,C1413,Female,36,Electronics,Headphones,2,2451.47,4902.94
T00857,2024-01-02,C1016,Female,54,Electronics,Tablet,1,19660.41,19660.41
T00858,2024-11-19,C1282,Female,59,Clothing,Jeans,4,1719.93,6879.72
T00859,2023-01-18,C1242,Male,60,Beauty,Skin Care Kit,5,1545.75,7728.75
T00860,2024-11-18,C1449,Female,56,Electronics,Smartwatch,2,7660.98,15321.96
T00861,2023-04-16,C1216,Female,63,Home & Kitchen,Mixer Grinder,2,3937.59,7875.18
T00862,2024-03-21,C1413,Male,45,Clothing,Jeans,3,1918.42,5755.26
T00863,2024-07-16,C1151,Female,52,Beauty,Face Cream,2,908.92,1817.84
T00864,2024-11-25,C1251,Male,58,Clothing,Jeans,1,1866.4,1866.4
T00865,2023-07-05,C1034,Female,30,Clothing,T-Shirt,4,777.52,3110.08
T00866,2024-12-04,C1497,Male,23,Beauty,Lipstick,3,612.68,1838.04
T00867,2023-05-13,C1323,Male,26,Electronics,Headphones,3,2447.38,7342.14
T00868,2024-08-26,C1063,Female,22,Electronics,Headphones,1,2663.17,2663.17
T00869,2023-06-22,C1208,Male,58,Sports,Running Shoes,2,3520.55,7041.1
T00870,2024-05-10,C1143,Female,63,Sports,Football,4,1378.56,5514.24
T00871,2023-07-11,C1160,Female,33,Clothing,Dress,2,2818.8,5637.6
T00872,2023-08-20,C1282,Female,19,Clothing,Jacket,2,3257.3,6514.6
T00873,2024-03-12,C1323,Male,42,Beauty,Skin Care Kit,3,1881.06,5643.18
T00874,2024-02-09,C1283,Male,40,Clothing,Jeans,2,1729.11,3458.22
T00875,2024-03-04,C1017,Female,61,Electronics,Smartphone,3,29158.16,87474.48
T00876,2023-09-05,C1302,Female,29,Electronics,Headphones,2,2827.37,5654.74
T00877,2024-12-28,C1415,Male,22,Home & Kitchen,Table Lamp,1,1358.72,1358.72
T00878,2024-01-12,C1130,Female,48,Beauty,Perfume,5,2518.69,12593.45
T00879,2023-02-27,C1389,Female,56,Electronics,Laptop,3,73429.2,220287.6
T00880,2023-02-07,C1148,Female,37,Electronics,Tablet,5,24661.06,123305.3
T00881,2024-11-11,C1323,Male,49,Electronics,Smartphone,1,30028.98,30028.98
T00882,2024-07-13,C1409,Male,30,Beauty,Perfume,1,1983.77,1983.77
T00883,2023-07-24,C1185,Male,47,Electronics,Laptop,3,67789.69,203369.07
T00884,2023-04-14,C1246,Male,48,Electronics,Headphones,4,2859.21,11436.84
T00885,2023-11-28,C1205,Male,33,Home & Kitchen,Mixer Grinder,2,3677.73,7355.46
T00886,2024-12-28,C1368,Female,63,Electronics,Smartwatch,2,8854.77,17709.54
T00887,2024-08-11,C1188,Male,40,Beauty,Shampoo,1,396.26,396.26
T00888,2023-06-18,C1330,Male,22,Electronics,Headphones,2,2647.57,5295.14
T00889,2023-03-01,C1311,Female,21,Electronics,Smartphone,1,28965.96,28965.96
T00890,2023-03-20,C1433,Female,40,Electronics,Headphones,2,2650.26,5300.52
T00891,2023-07-05,C1398,Female,40,Home & Kitchen,Mixer Grinder,1,3176.25,3176.25
T00892,2024-04-10,C1151,Male,56,Sports,Running Shoes,4,4101.28,16405.12
T00893,2023-01-17,C1019,Female,49,Home & Kitchen,Mixer Grinder,2,3592.3,7184.6
T00894,2024-12-08,C1330,Male,51,Clothing,Jacket,3,3609.8,10829.4
T00895,2023-08-10,C1383,Male,33,Beauty,Face Cream,5,793.69,3968.45
T00896,2023-01-21,C1178,Male,57,Electronics,Laptop,3,65860.12,197580.36
T00897,2023-10-10,C1404,Male,49,Clothing,Jacket,4,3267.02,13068.08
T00898,2023-04-13,C1481,Male,55,Sports,Yoga Mat,2,785.69,1571.38
T00899,2023-08-25,C1026,Female,51,Electronics,Laptop,5,59247.1,296235.5
T00900,2024-06-26,C1472,Female,63,Electronics,Laptop,2,72300.76,144601.52
T00901,2024-02-24,C1256,Female,34,Electronics,Headphones,5,2219.98,11099.9
T00902,2023-10-15,C1116,Male,44,Electronics,Smartphone,5,30749.49,153747.45
T00903,2023-11-16,C1328,Female,26,Electronics,Smartphone,2,33732.25,67464.5
T00904,2023-08-23,C1447,Male,47,Beauty,Shampoo,2,453.79,907.58
T00905,2024-02-07,C1396,Female,53,Clothing,Jacket,1,3801.06,3801.06
T00906,2023-12-30,C1130,Female,46,Sports,Football,5,1092.26,5461.3
T00907,2024-08-24,C1371,Female,55,Home & Kitchen,Water Bottle,4,486.57,1946.28
T00908,2023-08-17,C1274,Female,25,Clothing,Jacket,4,3354.75,13419.0
T00909,2024-04-04,C1323,Male,52,Clothing,Jeans,2,1867.55,3735.1
T00910,2023-06-20,C1015,Female,42,Clothing,Shoes,4,3161.97,12647.88
T00911,2023-05-31,C1141,Male,61,Beauty,Lipstick,5,627.51,3137.55
T00912,2024-01-06,C1419,Male,25,Clothing,Shoes,4,2605.51,10422.04
T00913,2024-05-26,C1337,Male,50,Beauty,Skin Care Kit,5,1606.78,8033.9
T00914,2024-09-03,C1012,Female,31,Clothing,Jacket,2,3904.84,7809.68
T00915,2024-04-24,C1135,Female,40,Beauty,Skin Care Kit,2,1702.16,3404.32
T00916,2024-01-06,C1344,Female,49,Clothing,Dress,4,2305.8,9223.2
T00917,2024-11-10,C1047,Male,41,Clothing,Jacket,2,3072.14,6144.28
T00918,2024-10-29,C1488,Male,29,Sports,Football,1,1351.43,1351.43
T00919,2023-04-26,C1093,Male,39,Home & Kitchen,Water Bottle,5,563.01,2815.05
T00920,2023-10-07,C1136,Male,31,Electronics,Smartphone,4,29853.22,119412.88
T00921,2023-09-18,C1481,Male,21,Sports,Cricket Bat,5,2644.39,13221.95
T00922,2023-10-09,C1441,Female,56,Clothing,T-Shirt,2,716.82,1433.64
T00923,2023-07-09,C1359,Male,57,Sports,Running Shoes,2,3833.93,7667.86
T00924,2023-12-30,C1112,Male,21,Home & Kitchen,Water Bottle,5,443.21,2216.05
T00925,2023-09-07,C1404,Male,61,Clothing,T-Shirt,4,680.95,2723.8
T00926,2024-12-01,C1455,Male,20,Electronics,Headphones,4,2613.04,10452.16
T00927,2023-07-29,C1041,Female,26,Clothing,Jeans,2,1923.77,3847.54
T00928,2024-02-07,C1039,Male,31,Beauty,Skin Care Kit,2,1535.7,3071.4
T00929,2023-08-01,C1123,Female,36,Beauty,Lipstick,2,679.07,1358.14
T00930,2023-04-15,C1466,Male,39,Clothing,T-Shirt,2,793.52,1587.04
T00931,2023-08-09,C1379,Male,23,Electronics,Headphones,2,2163.14,4326.28
T00932,2023-08-24,C1183,Female,46,Home & Kitchen,Cookware Set,1,2938.12,2938.12
T00933,2023-04-14,C1237,Male,23,Sports,Running Shoes,4,4128.15,16512.6
T00934,2024-12-09,C1273,Male,50,Beauty,Lipstick,3,608.11,1824.33
T00935,2023-07-18,C1463,Male,40,Electronics,Laptop,2,64068.19,128136.38
T00936,2023-06-01,C1482,Male,20,Clothing,Shoes,4,3178.5,12714.0
T00937,2024-02-25,C1219,Male,63,Electronics,Headphones,3,2598.39,7795.17
T00938,2023-06-10,C1175,Female,61,Sports,Dumbbells,2,2217.12,4434.24
T00939,2024-11-28,C1341,Female,46,Electronics,Tablet,5,20531.65,102658.25
T00940,2023-08-27,C1302,Female,30,Beauty,Skin Care Kit,2,1899.9,3799.8
T00941,2024-11-19,C1177,Female,20,Clothing,Jeans,1,2043.4,2043.4
T00942,2023-08-06,C1206,Female,53,Beauty,Perfume,3,2125.0,6375.0
T00943,2023-06-29,C1415,Male,29,Beauty,Perfume,4,2464.21,9856.84
T00944,2024-03-15,C1225,Male,24,Home & Kitchen,Bedsheet,4,1646.36,6585.44
T00945,2024-10-01,C1055,Female,56,Electronics,Smartphone,5,34494.03,172470.15
T00946,2023-11-29,C1439,Female,58,Electronics,Smartphone,2,30364.97,60729.94
T00947,2024-02-19,C1093,Female,34,Electronics,Tablet,1,21773.79,21773.79
T00948,2024-04-07,C1033,Male,32,Sports,Cricket Bat,4,2725.6,10902.4
T00949,2023-09-27,C1347,Male,26,Sports,Dumbbells,2,2308.25,4616.5
T00950,2023-08-28,C1378,Female,62,Beauty,Perfume,5,2343.95,11719.75
T00951,2023-04-09,C1047,Male,60,Beauty,Lipstick,5,631.47,3157.35
T00952,2023-02-21,C1091,Male,39,Beauty,Lipstick,5,650.88,3254.4
T00953,2024-10-28,C1240,Female,65,Electronics,Laptop,1,74567.53,74567.53
T00954,2024-06-11,C1145,Female,46,Sports,Dumbbells,2,2160.65,4321.3
T00955,2024-03-19,C1332,Male,53,Clothing,Jacket,5,3289.21,16446.05
T00956,2023-04-13,C1402,Male,65,Clothing,T-Shirt,1,754.64,754.64
T00957,2023-07-01,C1249,Male,52,Beauty,Face Cream,4,890.62,3562.48
T00958,2023-03-27,C1415,Male,42,Electronics,Smartwatch,2,7729.39,15458.78
T00959,2024-08-04,C1404,Male,29,Electronics,Headphones,2,2786.23,5572.46
T00960,2023-02-15,C1278,Female,46,Home & Kitchen,Table Lamp,1,1363.59,1363.59
T00961,2023-06-11,C1331,Male,56,Electronics,Headphones,4,2149.36,8597.44
T00962,2023-04-23,C1318,Male,51,Beauty,Perfume,3,2234.11,6702.33
T00963,2023-04-23,C1044,Female,55,Electronics,Laptop,5,63161.43,315807.15
T00964,2023-02-14,C1108,Female,52,Clothing,Dress,1,2836.15,2836.15
T00965,2024-11-02,C1394,Female,53,Clothing,Jacket,3,3249.47,9748.41
